Sport,Event,A_Stand,B_Stand,No_TorD,Class,Age,Gender,Assoc,D1,D2,Implement,Typepool,Event_Group,C_Event,ID
Field,High Jump,1,1,,F11,U23,Female,BA,6/16/2004,1/23/2014,,,FieldF11U23FemaleHigh Jump,FieldHigh JumpF11,FieldHigh JumpF11U23Female
Field,High Jump,1,1,,F11,U23,Male,BA,6/16/2004,1/23/2014,,,FieldF11U23MaleHigh Jump,FieldHigh JumpF11,FieldHigh JumpF11U23Male
Field,High Jump,1,1,,F12,Adults,Female,BA,12/6/2011,1/23/2012,,,FieldF12AdultsFemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12AdultsFemale
Field,High Jump,1,1,,F12,Adults,Male,BA,12/6/2011,1/23/2012,,,FieldF12AdultsMaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12AdultsMale
Field,High Jump,1,1,,F12,M35,Female,BA,1/23/2012,8/18/2013,,,FieldF12M35FemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12M35Female
Field,High Jump,1,1,,F12,M35,Male,BA,1/23/2012,8/18/2013,,,FieldF12M35MaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12M35Male
Field,High Jump,1,1,,F12,M50,Female,BA,1/23/2012,8/18/2013,,,FieldF12M50FemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12M50Female
Field,High Jump,1,1,,F12,M50,Male,BA,1/23/2012,8/18/2013,,,FieldF12M50MaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12M50Male
Field,High Jump,1,1,,F12,M60,Female,BA,1/23/2012,8/18/2013,,,FieldF12M60FemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12M60Female
Field,High Jump,1,1,,F12,M60,Male,BA,1/23/2012,8/18/2013,,,FieldF12M60MaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12M60Male
field,High Jump,1,1,,F12,U11,Female,BA,1/23/2014,1/23/2014,,,fieldF12U11FemaleHigh Jump,fieldHigh JumpF12,fieldHigh JumpF12U11Female
field,High Jump,1,1,,F12,U11,Male,BA,1/23/2014,1/23/2014,,,fieldF12U11MaleHigh Jump,fieldHigh JumpF12,fieldHigh JumpF12U11Male
field,High Jump,1,1,,F12,U14,Female,BA,1/23/2014,1/23/2014,,,fieldF12U14FemaleHigh Jump,fieldHigh JumpF12,fieldHigh JumpF12U14Female
field,High Jump,1,1,,F12,U14,Male,BA,1/23/2014,1/23/2014,,,fieldF12U14MaleHigh Jump,fieldHigh JumpF12,fieldHigh JumpF12U14Male
Field,High Jump,1,1,,F12,U17,Female,BA,12/6/2011,1/7/2019,,,FieldF12U17FemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12U17Female
Field,High Jump,1,1,,F12,U17,Male,BA,12/6/2011,1/7/2019,,,FieldF12U17MaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12U17Male
Field,High Jump,1,1,,F12,U20,Female,BA,6/16/2004,1/23/2014,,,FieldF12U20FemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12U20Female
Field,High Jump,1,1,,F12,U20,Male,BA,6/16/2004,1/23/2014,,,FieldF12U20MaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12U20Male
Field,High Jump,1,1,,F12,U23,Female,BA,6/16/2004,1/23/2014,,,FieldF12U23FemaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12U23Female
Field,High Jump,1,1,,F12,U23,Male,BA,6/16/2004,1/23/2014,,,FieldF12U23MaleHigh Jump,FieldHigh JumpF12,FieldHigh JumpF12U23Male
Field,High Jump,1,1,,F13,Adults,Female,BA,12/6/2011,1/23/2012,,,FieldF13AdultsFemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13AdultsFemale
Field,High Jump,1,1,,F13,Adults,Male,BA,12/6/2011,1/23/2012,,,FieldF13AdultsMaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13AdultsMale
Field,High Jump,1,1,,F13,M35,Female,BA,12/6/2011,8/18/2013,,,FieldF13M35FemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13M35Female
Field,High Jump,1,1,,F13,M35,Male,BA,12/6/2011,8/18/2013,,,FieldF13M35MaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13M35Male
Field,High Jump,1,1,,F13,M50,Female,BA,12/6/2011,8/18/2013,,,FieldF13M50FemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13M50Female
Field,High Jump,1,1,,F13,M50,Male,BA,12/6/2011,8/18/2013,,,FieldF13M50MaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13M50Male
Field,High Jump,1,1,,F13,M60,Female,BA,12/6/2011,8/18/2013,,,FieldF13M60FemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13M60Female
Field,High Jump,1,1,,F13,M60,Male,BA,12/6/2011,8/18/2013,,,FieldF13M60MaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13M60Male
field,High Jump,1,1,,F13,U11,Female,BA,1/23/2014,1/23/2014,,,fieldF13U11FemaleHigh Jump,fieldHigh JumpF13,fieldHigh JumpF13U11Female
field,High Jump,1,1,,F13,U11,Male,BA,1/23/2014,1/23/2014,,,fieldF13U11MaleHigh Jump,fieldHigh JumpF13,fieldHigh JumpF13U11Male
field,High Jump,1,1,,F13,U14,Female,BA,1/23/2014,1/23/2014,,,fieldF13U14FemaleHigh Jump,fieldHigh JumpF13,fieldHigh JumpF13U14Female
field,High Jump,1,1,,F13,U14,Male,BA,1/23/2014,1/23/2014,,,fieldF13U14MaleHigh Jump,fieldHigh JumpF13,fieldHigh JumpF13U14Male
Field,High Jump,1,1,,F13,U17,Female,BA,6/16/2004,1/7/2019,,,FieldF13U17FemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13U17Female
Field,High Jump,1,1,,F13,U17,Male,BA,6/16/2004,1/7/2019,,,FieldF13U17MaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13U17Male
Field,High Jump,1,1,,F13,U20,Female,BA,6/16/2004,1/23/2014,,,FieldF13U20FemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13U20Female
Field,High Jump,1,1,,F13,U20,Male,BA,6/16/2004,1/23/2014,,,FieldF13U20MaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13U20Male
Field,High Jump,1,1,,F13,U23,Female,BA,6/16/2004,1/23/2014,,,FieldF13U23FemaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13U23Female
Field,High Jump,1,1,,F13,U23,Male,BA,6/16/2004,1/23/2014,,,FieldF13U23MaleHigh Jump,FieldHigh JumpF13,FieldHigh JumpF13U23Male
Field,High Jump,1,1,,F20,Adults,Female,BA,12/6/2011,1/23/2012,,,FieldF20AdultsFemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20AdultsFemale
Field,High Jump,1,1,,F20,Adults,Male,BA,12/6/2011,1/23/2012,,,FieldF20AdultsMaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20AdultsMale
Field,High Jump,1,1,,F20,M35,Female,BA,12/6/2011,8/18/2013,,,FieldF20M35FemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20M35Female
Field,High Jump,1,1,,F20,M35,Male,BA,12/6/2011,8/18/2013,,,FieldF20M35MaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20M35Male
Field,High Jump,1,1,,F20,M50,Female,BA,12/6/2011,8/18/2013,,,FieldF20M50FemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20M50Female
Field,High Jump,1,1,,F20,M50,Male,BA,12/6/2011,8/18/2013,,,FieldF20M50MaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20M50Male
Field,High Jump,1,1,,F20,M60,Female,BA,12/6/2011,8/18/2013,,,FieldF20M60FemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20M60Female
Field,High Jump,1,1,,F20,M60,Male,BA,12/6/2011,8/18/2013,,,FieldF20M60MaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20M60Male
field,High Jump,1,1,,F20,U11,Female,BA,1/23/2014,1/23/2014,,,fieldF20U11FemaleHigh Jump,fieldHigh JumpF20,fieldHigh JumpF20U11Female
field,High Jump,1,1,,F20,U11,Male,BA,1/23/2014,1/23/2014,,,fieldF20U11MaleHigh Jump,fieldHigh JumpF20,fieldHigh JumpF20U11Male
field,High Jump,1,1,,F20,U14,Female,BA,1/23/2014,1/23/2014,,,fieldF20U14FemaleHigh Jump,fieldHigh JumpF20,fieldHigh JumpF20U14Female
field,High Jump,1,1,,F20,U14,Male,BA,1/23/2014,1/23/2014,,,fieldF20U14MaleHigh Jump,fieldHigh JumpF20,fieldHigh JumpF20U14Male
Field,High Jump,1,1,,F20,U17,Female,BA,6/16/2004,1/7/2019,,,FieldF20U17FemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20U17Female
Field,High Jump,1,1,,F20,U17,Male,BA,6/16/2004,1/7/2019,,,FieldF20U17MaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20U17Male
Field,High Jump,1,1,,F20,U20,Female,BA,6/16/2004,1/23/2014,,,FieldF20U20FemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20U20Female
Field,High Jump,1,1,,F20,U20,Male,BA,6/16/2004,1/23/2014,,,FieldF20U20MaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20U20Male
Field,High Jump,1,1,,F20,U23,Female,BA,6/16/2004,1/23/2014,,,FieldF20U23FemaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20U23Female
Field,High Jump,1,1,,F20,U23,Male,BA,6/16/2004,1/23/2014,,,FieldF20U23MaleHigh Jump,FieldHigh JumpF20,FieldHigh JumpF20U23Male
Field,High Jump,1,1,,F38,Adults,Female,BA,12/6/2011,1/23/2012,,,FieldF38AdultsFemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38AdultsFemale
Field,High Jump,1,1,,F38,Adults,Male,BA,12/6/2011,1/23/2012,,,FieldF38AdultsMaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38AdultsMale
Field,High Jump,1,1,,F38,M35,Female,BA,12/6/2011,8/18/2013,,,FieldF38M35FemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38M35Female
Field,High Jump,1,1,,F38,M35,Male,BA,12/6/2011,8/18/2013,,,FieldF38M35MaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38M35Male
Field,High Jump,1,1,,F38,M50,Female,BA,12/6/2011,8/18/2013,,,FieldF38M50FemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38M50Female
Field,High Jump,1,1,,F38,M50,Male,BA,12/6/2011,8/18/2013,,,FieldF38M50MaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38M50Male
Field,High Jump,1,1,,F38,M60,Female,BA,12/6/2011,8/18/2013,,,FieldF38M60FemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38M60Female
Field,High Jump,1,1,,F38,M60,Male,BA,12/6/2011,8/18/2013,,,FieldF38M60MaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38M60Male
field,High Jump,1,1,,F38,U11,Female,BA,1/23/2014,1/23/2014,,,fieldF38U11FemaleHigh Jump,fieldHigh JumpF38,fieldHigh JumpF38U11Female
field,High Jump,1,1,,F38,U11,Male,BA,1/23/2014,1/23/2014,,,fieldF38U11MaleHigh Jump,fieldHigh JumpF38,fieldHigh JumpF38U11Male
field,High Jump,1,1,,F38,U14,Female,BA,1/23/2014,1/23/2014,,,fieldF38U14FemaleHigh Jump,fieldHigh JumpF38,fieldHigh JumpF38U14Female
field,High Jump,1,1,,F38,U14,Male,BA,1/23/2014,1/23/2014,,,fieldF38U14MaleHigh Jump,fieldHigh JumpF38,fieldHigh JumpF38U14Male
Field,High Jump,1,1,,F38,U17,Female,BA,6/16/2004,1/7/2019,,,FieldF38U17FemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38U17Female
Field,High Jump,1,1,,F38,U17,Male,BA,6/16/2004,1/7/2019,,,FieldF38U17MaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38U17Male
Field,High Jump,1,1,,F38,U20,Female,BA,6/16/2004,1/23/2014,,,FieldF38U20FemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38U20Female
Field,High Jump,1,1,,F38,U20,Male,BA,6/16/2004,1/23/2014,,,FieldF38U20MaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38U20Male
Field,High Jump,1,1,,F38,U23,Female,BA,6/16/2004,1/23/2014,,,FieldF38U23FemaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38U23Female
Field,High Jump,1,1,,F38,U23,Male,BA,6/16/2004,1/23/2014,,,FieldF38U23MaleHigh Jump,FieldHigh JumpF38,FieldHigh JumpF38U23Male
Field,High Jump,1,1,,F42,Adults,Female,DS,1/23/2012,1/23/2012,,,FieldF42AdultsFemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42AdultsFemale
Field,High Jump,1,1,,F42,Adults,Male,DS,1/23/2012,1/23/2012,,,FieldF42AdultsMaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42AdultsMale
Field,High Jump,1,1,,F42,M35,Female,DS,1/23/2012,8/18/2013,,,FieldF42M35FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42M35Female
Field,High Jump,1,1,,F42,M35,Male,DS,1/23/2012,8/18/2013,,,FieldF42M35MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42M35Male
Field,High Jump,1,1,,F42,M50,Female,DS,1/23/2012,8/18/2013,,,FieldF42M50FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42M50Female
Field,High Jump,1,1,,F42,M50,Male,DS,1/23/2012,8/18/2013,,,FieldF42M50MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42M50Male
Field,High Jump,1,1,,F42,M60,Female,DS,1/23/2012,8/18/2013,,,FieldF42M60FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42M60Female
Field,High Jump,1,1,,F42,M60,Male,DS,1/23/2012,8/18/2013,,,FieldF42M60MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42M60Male
Field,High Jump,1,1,,F42,U11,Female,DS,1/23/2014,1/23/2014,,,FieldF42U11FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U11Female
Field,High Jump,1,1,,F42,U11,Male,DS,1/23/2014,1/23/2014,,,FieldF42U11MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U11Male
Field,High Jump,1,1,,F42,U14,Female,DS,1/23/2014,1/23/2014,,,FieldF42U14FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U14Female
Field,High Jump,1,1,,F42,U14,Male,DS,1/23/2014,1/23/2014,,,FieldF42U14MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U14Male
Field,High Jump,1,1,,F42,U17,Female,DS,11/2/2010,1/7/2019,,,FieldF42U17FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U17Female
Field,High Jump,1,1,,F42,U17,Male,DS,11/2/2010,1/7/2019,,,FieldF42U17MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U17Male
Field,High Jump,1,1,,F42,U20,Female,DS,11/2/2010,1/23/2014,,,FieldF42U20FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U20Female
Field,High Jump,1,1,,F42,U20,Male,DS,11/2/2010,1/23/2014,,,FieldF42U20MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U20Male
Field,High Jump,1,1,,F42,U23,Female,DS,11/2/2010,1/23/2014,,,FieldF42U23FemaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U23Female
Field,High Jump,1,1,,F42,U23,Male,DS,11/2/2010,1/23/2014,,,FieldF42U23MaleHigh Jump,FieldHigh JumpF42,FieldHigh JumpF42U23Male
Field,High Jump,1,1,,F44,Adults,Female,DS,1/23/2012,1/23/2012,,,FieldF44AdultsFemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44AdultsFemale
Field,High Jump,1,1,,F44,Adults,Male,DS,1/23/2012,1/23/2012,,,FieldF44AdultsMaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44AdultsMale
Field,High Jump,1,1,,F44,M35,Female,DS,1/23/2012,8/18/2013,,,FieldF44M35FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44M35Female
Field,High Jump,1,1,,F44,M35,Male,DS,1/23/2012,8/18/2013,,,FieldF44M35MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44M35Male
Field,High Jump,1,1,,F44,M50,Female,DS,1/23/2012,8/18/2013,,,FieldF44M50FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44M50Female
Field,High Jump,1,1,,F44,M50,Male,DS,1/23/2012,8/18/2013,,,FieldF44M50MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44M50Male
Field,High Jump,1,1,,F44,M60,Female,DS,1/23/2012,8/18/2013,,,FieldF44M60FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44M60Female
Field,High Jump,1,1,,F44,M60,Male,DS,1/23/2012,8/18/2013,,,FieldF44M60MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44M60Male
Field,High Jump,1,1,,F44,U11,Female,DS,1/23/2014,1/23/2014,,,FieldF44U11FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U11Female
Field,High Jump,1,1,,F44,U11,Male,DS,1/23/2014,1/23/2014,,,FieldF44U11MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U11Male
Field,High Jump,1,1,,F44,U14,Female,DS,1/23/2014,1/23/2014,,,FieldF44U14FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U14Female
Field,High Jump,1,1,,F44,U14,Male,DS,1/23/2014,1/23/2014,,,FieldF44U14MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U14Male
Field,High Jump,1,1,,F44,U17,Female,DS,11/2/2010,1/7/2019,,,FieldF44U17FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U17Female
Field,High Jump,1,1,,F44,U17,Male,DS,11/2/2010,1/7/2019,,,FieldF44U17MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U17Male
Field,High Jump,1,1,,F44,U20,Female,DS,11/2/2010,1/23/2014,,,FieldF44U20FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U20Female
Field,High Jump,1,1,,F44,U20,Male,DS,11/2/2010,1/23/2014,,,FieldF44U20MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U20Male
Field,High Jump,1,1,,F44,U23,Female,DS,11/2/2010,1/23/2014,,,FieldF44U23FemaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U23Female
Field,High Jump,1,1,,F44,U23,Male,DS,11/2/2010,1/23/2014,,,FieldF44U23MaleHigh Jump,FieldHigh JumpF44,FieldHigh JumpF44U23Male
Field,High Jump,1,1,,F45,Adults,Female,DS,12/7/2011,1/23/2012,,,FieldF45AdultsFemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45AdultsFemale
Field,High Jump,1,1,,F45,Adults,Male,DS,12/7/2011,1/23/2012,,,FieldF45AdultsMaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45AdultsMale
Field,High Jump,1,1,,F45,M35,Female,DS,12/7/2011,8/18/2013,,,FieldF45M35FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45M35Female
Field,High Jump,1,1,,F45,M35,Male,DS,12/7/2011,8/18/2013,,,FieldF45M35MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45M35Male
Field,High Jump,1,1,,F45,M50,Female,DS,12/7/2011,8/18/2013,,,FieldF45M50FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45M50Female
Field,High Jump,1,1,,F45,M50,Male,DS,12/7/2011,8/18/2013,,,FieldF45M50MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45M50Male
Field,High Jump,1,1,,F45,M60,Female,DS,12/7/2011,8/18/2013,,,FieldF45M60FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45M60Female
Field,High Jump,1,1,,F45,M60,Male,DS,12/7/2011,8/18/2013,,,FieldF45M60MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45M60Male
Field,High Jump,1,1,,F45,U11,Female,DS,1/23/2014,1/23/2014,,,FieldF45U11FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U11Female
Field,High Jump,1,1,,F45,U11,Male,DS,1/23/2014,1/23/2014,,,FieldF45U11MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U11Male
Field,High Jump,1,1,,F45,U14,Female,DS,1/23/2014,1/23/2014,,,FieldF45U14FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U14Female
Field,High Jump,1,1,,F45,U14,Male,DS,1/23/2014,1/23/2014,,,FieldF45U14MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U14Male
Field,High Jump,1,1,,F45,U17,Female,DS,6/17/2004,1/7/2019,,,FieldF45U17FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U17Female
Field,High Jump,1,1,,F45,U17,Male,DS,6/17/2004,1/7/2019,,,FieldF45U17MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U17Male
Field,High Jump,1,1,,F45,U20,Female,DS,6/17/2004,1/23/2014,,,FieldF45U20FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U20Female
Field,High Jump,1,1,,F45,U20,Male,DS,6/17/2004,1/23/2014,,,FieldF45U20MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U20Male
Field,High Jump,1,1,,F45,U23,Female,DS,6/17/2004,1/23/2014,,,FieldF45U23FemaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U23Female
Field,High Jump,1,1,,F45,U23,Male,DS,6/17/2004,1/23/2014,,,FieldF45U23MaleHigh Jump,FieldHigh JumpF45,FieldHigh JumpF45U23Male
Field,High Jump,1,1,,F46,Adults,Male,DS,1/31/2012,1/31/2012,,,FieldF46AdultsMaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46AdultsMale
Field,High Jump,1,1,,F46,M35,Male,DS,1/31/2012,8/18/2013,,,FieldF46M35MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46M35Male
Field,High Jump,1,1,,F46,M50,Male,DS,1/31/2012,8/18/2013,,,FieldF46M50MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46M50Male
Field,High Jump,1,1,,F46,M60,Male,DS,1/31/2012,8/18/2013,,,FieldF46M60MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46M60Male
Field,High Jump,1,1,,F46,U11,Female,DS,1/23/2014,1/23/2014,,,FieldF46U11FemaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U11Female
Field,High Jump,1,1,,F46,U11,Male,DS,1/23/2014,1/23/2014,,,FieldF46U11MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U11Male
Field,High Jump,1,1,,F46,U14,Female,DS,1/23/2014,1/23/2014,,,FieldF46U14FemaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U14Female
Field,High Jump,1,1,,F46,U14,Male,DS,1/23/2014,1/23/2014,,,FieldF46U14MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U14Male
Field,High Jump,1,1,,F46,U17,Female,DS,11/2/2010,1/7/2019,,,FieldF46U17FemaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U17Female
Field,High Jump,1,1,,F46,U17,Male,DS,11/2/2010,1/7/2019,,,FieldF46U17MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U17Male
Field,High Jump,1,1,,F46,U20,Female,DS,11/2/2010,1/23/2014,,,FieldF46U20FemaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U20Female
Field,High Jump,1,1,,F46,U20,Male,DS,11/2/2010,1/23/2014,,,FieldF46U20MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U20Male
Field,High Jump,1,1,,F46,U23,Female,DS,11/2/2010,1/23/2014,,,FieldF46U23FemaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U23Female
Field,High Jump,1,1,,F46,U23,Male,DS,11/2/2010,1/23/2014,,,FieldF46U23MaleHigh Jump,FieldHigh JumpF46,FieldHigh JumpF46U23Male
Field,High Jump,1,1,,F47,Adults,Female,DS,2/2/2014,2/2/2014,,,FieldF47AdultsFemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47AdultsFemale
Field,High Jump,1,1,,F47,Adults,Male,DS,2/2/2014,2/2/2014,,,FieldF47AdultsMaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47AdultsMale
Field,High Jump,1,1,,F47,M35,Female,DS,2/2/2014,2/2/2014,,,FieldF47M35FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47M35Female
Field,High Jump,1,1,,F47,M35,Male,DS,2/2/2014,2/2/2014,,,FieldF47M35MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47M35Male
Field,High Jump,1,1,,F47,M50,Female,DS,2/2/2014,2/2/2014,,,FieldF47M50FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47M50Female
Field,High Jump,1,1,,F47,M50,Male,DS,2/2/2014,2/2/2014,,,FieldF47M50MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47M50Male
Field,High Jump,1,1,,F47,M60,Female,DS,2/2/2014,2/2/2014,,,FieldF47M60FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47M60Female
Field,High Jump,1,1,,F47,M60,Male,DS,2/2/2014,2/2/2014,,,FieldF47M60MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47M60Male
Field,High Jump,1,1,,F47,U11,Female,DS,1/23/2014,1/23/2014,,,FieldF47U11FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U11Female
Field,High Jump,1,1,,F47,U11,Male,DS,1/23/2014,1/23/2014,,,FieldF47U11MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U11Male
Field,High Jump,1,1,,F47,U14,Female,DS,1/23/2014,1/23/2014,,,FieldF47U14FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U14Female
Field,High Jump,1,1,,F47,U14,Male,DS,1/23/2014,1/23/2014,,,FieldF47U14MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U14Male
Field,High Jump,1,1,,F47,U17,Female,DS,1/23/2014,1/7/2019,,,FieldF47U17FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U17Female
Field,High Jump,1,1,,F47,U17,Male,DS,1/23/2014,1/7/2019,,,FieldF47U17MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U17Male
Field,High Jump,1,1,,F47,U20,Female,DS,1/23/2014,1/23/2014,,,FieldF47U20FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U20Female
Field,High Jump,1,1,,F47,U20,Male,DS,1/23/2014,1/23/2014,,,FieldF47U20MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U20Male
Field,High Jump,1,1,,F47,U23,Female,DS,1/23/2014,1/23/2014,,,FieldF47U23FemaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U23Female
Field,High Jump,1,1,,F47,U23,Male,DS,1/23/2014,1/23/2014,,,FieldF47U23MaleHigh Jump,FieldHigh JumpF47,FieldHigh JumpF47U23Male
