Sport,Event,A_Stand,B_Stand,No_TorD,Class,Age,Gender,Assoc,D1,D2,Implement,Typepool,Event_Group,C_Event,ID
Field,Long Jump,0.15,0.14,,F43,U11,Female,DS,6/18/2004,1/23/2012,,,FieldF43U11FemaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U11Female
Field,Long Jump,1.28,1.22,,F43,U11,Male,DS,6/18/2004,1/23/2014,,,FieldF43U11MaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U11Male
Field,Long Jump,0.18,0.17,,F43,U14,Female,DS,6/18/2004,1/23/2014,,,FieldF43U14FemaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U14Female
Field,Long Jump,1.39,1.32,,F43,U14,Male,DS,6/18/2004,1/23/2014,,,FieldF43U14MaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U14Male
Field,Long Jump,0.44,0.42,,F43,U17,Female,DS,6/18/2004,1/7/2019,,,FieldF43U17FemaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U17Female
Field,Long Jump,1.51,1.43,,F43,U17,Male,DS,6/18/2004,1/7/2019,,,FieldF43U17MaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U17Male
Field,Long Jump,0.59,0.56,,F43,U20,Female,DS,6/18/2004,1/23/2014,,,FieldF43U20FemaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U20Female
Field,Long Jump,1.75,1.66,,F43,U20,Male,DS,6/18/2004,1/23/2014,,,FieldF43U20MaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U20Male
Field,Long Jump,0.74,0.7,,F43,U23,Female,DS,6/18/2004,11/2/2010,,,FieldF43U23FemaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U23Female
Field,Long Jump,1.86,1.77,,F43,U23,Male,DS,6/18/2004,1/23/2014,,,FieldF43U23MaleLong Jump,FieldLong JumpF43,FieldLong JumpF43U23Male
Field,Long Jump,0.89,0.84,,F44,Adults,Female,DS,1/23/2012,1/23/2012,,,FieldF44AdultsFemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44AdultsFemale
Field,Long Jump,1.03,0.98,,F44,Adults,Male,DS,1/23/2012,1/23/2012,,,FieldF44AdultsMaleLong Jump,FieldLong JumpF44,FieldLong JumpF44AdultsMale
Field,Long Jump,0.59,0.56,,F44,M35,Female,DS,1/23/2012,8/18/2013,,,FieldF44M35FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44M35Female
Field,Long Jump,0.74,0.7,,F44,M35,Male,DS,1/23/2012,8/18/2013,,,FieldF44M35MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44M35Male
Field,Long Jump,0.59,0.56,,F44,M50,Female,DS,1/23/2012,8/18/2013,,,FieldF44M50FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44M50Female
Field,Long Jump,0.74,0.7,,F44,M50,Male,DS,1/23/2012,8/18/2013,,,FieldF44M50MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44M50Male
Field,Long Jump,0.59,0.56,,F44,M60,Female,DS,1/23/2012,8/18/2013,,,FieldF44M60FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44M60Female
Field,Long Jump,0.74,0.7,,F44,M60,Male,DS,1/23/2012,8/18/2013,,,FieldF44M60MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44M60Male
Field,Long Jump,0.86,0.82,,F44,U11,Female,DS,11/2/2010,1/23/2014,,,FieldF44U11FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U11Female
Field,Long Jump,1.28,1.22,,F44,U11,Male,DS,11/2/2010,1/23/2014,,,FieldF44U11MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U11Male
Field,Long Jump,0.94,0.9,,F44,U14,Female,DS,11/2/2010,1/23/2014,,,FieldF44U14FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U14Female
Field,Long Jump,1.39,1.32,,F44,U14,Male,DS,11/2/2010,1/23/2014,,,FieldF44U14MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U14Male
Field,Long Jump,1.02,0.97,,F44,U17,Female,DS,11/2/2010,1/7/2019,,,FieldF44U17FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U17Female
Field,Long Jump,1.51,1.43,,F44,U17,Male,DS,11/2/2010,1/7/2019,,,FieldF44U17MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U17Male
Field,Long Jump,1.18,1.12,,F44,U20,Female,DS,11/2/2010,1/23/2014,,,FieldF44U20FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U20Female
Field,Long Jump,1.75,1.66,,F44,U20,Male,DS,11/2/2010,1/23/2014,,,FieldF44U20MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U20Male
Field,Long Jump,1.26,1.19,,F44,U23,Female,DS,11/2/2010,1/23/2014,,,FieldF44U23FemaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U23Female
Field,Long Jump,1.86,1.77,,F44,U23,Male,DS,11/2/2010,1/23/2014,,,FieldF44U23MaleLong Jump,FieldLong JumpF44,FieldLong JumpF44U23Male
Field,Long Jump,0.89,0.84,,F45,Adults,Female,DS,12/7/2011,1/23/2012,,,FieldF45AdultsFemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45AdultsFemale
Field,Long Jump,1.03,0.98,,F45,Adults,Male,DS,12/7/2011,1/23/2012,,,FieldF45AdultsMaleLong Jump,FieldLong JumpF45,FieldLong JumpF45AdultsMale
Field,Long Jump,0.59,0.56,,F45,M35,Female,DS,12/7/2011,8/18/2013,,,FieldF45M35FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45M35Female
Field,Long Jump,0.74,0.7,,F45,M35,Male,DS,12/7/2011,8/18/2013,,,FieldF45M35MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45M35Male
Field,Long Jump,0.59,0.56,,F45,M50,Female,DS,12/7/2011,8/18/2013,,,FieldF45M50FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45M50Female
Field,Long Jump,0.74,0.7,,F45,M50,Male,DS,12/7/2011,8/18/2013,,,FieldF45M50MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45M50Male
Field,Long Jump,0.59,0.56,,F45,M60,Female,DS,12/7/2011,8/18/2013,,,FieldF45M60FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45M60Female
Field,Long Jump,0.74,0.7,,F45,M60,Male,DS,12/7/2011,8/18/2013,,,FieldF45M60MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45M60Male
Field,Long Jump,1.02,0.97,,F45,U11,Female,DS,6/18/2004,1/23/2014,,,FieldF45U11FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U11Female
Field,Long Jump,1.44,1.37,,F45,U11,Male,DS,6/18/2004,1/23/2014,,,FieldF45U11MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U11Male
Field,Long Jump,1.12,1.06,,F45,U14,Female,DS,6/18/2004,1/23/2014,,,FieldF45U14FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U14Female
Field,Long Jump,1.57,1.49,,F45,U14,Male,DS,6/18/2004,1/23/2014,,,FieldF45U14MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U14Male
Field,Long Jump,1.21,1.15,,F45,U17,Female,DS,6/18/2004,1/7/2019,,,FieldF45U17FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U17Female
Field,Long Jump,1.7,1.61,,F45,U17,Male,DS,6/18/2004,1/7/2019,,,FieldF45U17MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U17Male
Field,Long Jump,1.39,1.32,,F45,U20,Female,DS,6/18/2004,1/23/2014,,,FieldF45U20FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U20Female
Field,Long Jump,1.96,1.86,,F45,U20,Male,DS,6/18/2004,1/23/2014,,,FieldF45U20MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U20Male
Field,Long Jump,1.49,1.41,,F45,U23,Female,DS,6/18/2004,1/23/2014,,,FieldF45U23FemaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U23Female
Field,Long Jump,2.09,1.98,,F45,U23,Male,DS,6/18/2004,1/23/2014,,,FieldF45U23MaleLong Jump,FieldLong JumpF45,FieldLong JumpF45U23Male
Field,Long Jump,0.89,0.84,,F46,Adults,Female,DS,2/28/2003,1/31/2012,,,FieldF46AdultsFemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46AdultsFemale
Field,Long Jump,1.03,0.98,,F46,Adults,Male,DS,2/28/2003,1/31/2012,,,FieldF46AdultsMaleLong Jump,FieldLong JumpF46,FieldLong JumpF46AdultsMale
Field,Long Jump,0.59,0.56,,F46,M35,Female,DS,2/28/2003,8/18/2013,,,FieldF46M35FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46M35Female
Field,Long Jump,0.74,0.7,,F46,M35,Male,DS,2/28/2003,8/18/2013,,,FieldF46M35MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46M35Male
Field,Long Jump,0.59,0.56,,F46,M50,Female,DS,2/28/2003,8/18/2013,,,FieldF46M50FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46M50Female
Field,Long Jump,0.74,0.7,,F46,M50,Male,DS,2/28/2003,8/18/2013,,,FieldF46M50MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46M50Male
Field,Long Jump,0.59,0.56,,F46,M60,Female,DS,2/28/2003,8/18/2013,,,FieldF46M60FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46M60Female
Field,Long Jump,0.74,0.7,,F46,M60,Male,DS,2/28/2003,8/18/2013,,,FieldF46M60MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46M60Male
Field,Long Jump,1.02,0.97,,F46,U11,Female,DS,11/2/2010,1/23/2014,,,FieldF46U11FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U11Female
Field,Long Jump,1.44,1.37,,F46,U11,Male,DS,11/2/2010,1/23/2014,,,FieldF46U11MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U11Male
Field,Long Jump,1.12,1.06,,F46,U14,Female,DS,11/2/2010,1/23/2014,,,FieldF46U14FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U14Female
Field,Long Jump,1.57,1.49,,F46,U14,Male,DS,11/2/2010,1/23/2014,,,FieldF46U14MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U14Male
Field,Long Jump,1.21,1.15,,F46,U17,Female,DS,11/2/2010,1/7/2019,,,FieldF46U17FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U17Female
Field,Long Jump,1.7,1.61,,F46,U17,Male,DS,11/2/2010,1/7/2019,,,FieldF46U17MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U17Male
Field,Long Jump,1.39,1.32,,F46,U20,Female,DS,11/2/2010,1/23/2014,,,FieldF46U20FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U20Female
Field,Long Jump,1.96,1.86,,F46,U20,Male,DS,11/2/2010,1/23/2014,,,FieldF46U20MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U20Male
Field,Long Jump,1.49,1.41,,F46,U23,Female,DS,11/2/2010,1/23/2014,,,FieldF46U23FemaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U23Female
Field,Long Jump,2.09,1.98,,F46,U23,Male,DS,11/2/2010,1/23/2014,,,FieldF46U23MaleLong Jump,FieldLong JumpF46,FieldLong JumpF46U23Male
Field,Long Jump,1.02,0.97,,F47,U11,Female,DS,1/23/2014,1/23/2014,,,FieldF47U11FemaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U11Female
Field,Long Jump,1.44,1.37,,F47,U11,Male,DS,1/23/2014,1/23/2014,,,FieldF47U11MaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U11Male
Field,Long Jump,1.12,1.06,,F47,U14,Female,DS,1/23/2014,1/23/2014,,,FieldF47U14FemaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U14Female
Field,Long Jump,1.57,1.49,,F47,U14,Male,DS,1/23/2014,1/23/2014,,,FieldF47U14MaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U14Male
Field,Long Jump,1.21,1.15,,F47,U17,Female,DS,1/23/2014,1/7/2019,,,FieldF47U17FemaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U17Female
Field,Long Jump,1.7,1.61,,F47,U17,Male,DS,1/23/2014,1/7/2019,,,FieldF47U17MaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U17Male
Field,Long Jump,1.39,1.32,,F47,U20,Female,DS,1/23/2014,1/23/2014,,,FieldF47U20FemaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U20Female
Field,Long Jump,1.96,1.86,,F47,U20,Male,DS,1/23/2014,1/23/2014,,,FieldF47U20MaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U20Male
Field,Long Jump,1.49,1.41,,F47,U23,Female,DS,1/23/2014,1/23/2014,,,FieldF47U23FemaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U23Female
Field,Long Jump,2.09,1.98,,F47,U23,Male,DS,1/23/2014,1/23/2014,,,FieldF47U23MaleLong Jump,FieldLong JumpF47,FieldLong JumpF47U23Male
Field,Long Jump,0.89,0.84,,F61,Adults,Female,DS,2/12/2018,,,,FieldF61AdultsFemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61AdultsFemale
Field,Long Jump,1.03,0.98,,F61,Adults,Male,DS,2/12/2018,,,,FieldF61AdultsMaleLong Jump,FieldLong JumpF61,FieldLong JumpF61AdultsMale
Field,Long Jump,0.59,0.56,,F61,M35,Female,DS,2/12/2018,,,,FieldF61M35FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61M35Female
Field,Long Jump,0.74,0.7,,F61,M35,Male,DS,2/12/2018,,,,FieldF61M35MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61M35Male
Field,Long Jump,0.59,0.56,,F61,M50,Female,DS,2/12/2018,,,,FieldF61M50FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61M50Female
Field,Long Jump,0.74,0.7,,F61,M50,Male,DS,2/12/2018,,,,FieldF61M50MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61M50Male
Field,Long Jump,0.59,0.56,,F61,M60,Female,DS,2/12/2018,,,,FieldF61M60FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61M60Female
Field,Long Jump,0.74,0.7,,F61,M60,Male,DS,2/12/2018,,,,FieldF61M60MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61M60Male
Field,Long Jump,0.76,0.72,,F61,U11,Female,DS,2/12/2018,,,,FieldF61U11FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U11Female
Field,Long Jump,1.1,1.04,,F61,U11,Male,DS,2/12/2018,,,,FieldF61U11MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U11Male
Field,Long Jump,0.83,0.78,,F61,U14,Female,DS,2/12/2018,,,,FieldF61U14FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U14Female
Field,Long Jump,1.2,1.14,,F61,U14,Male,DS,2/12/2018,,,,FieldF61U14MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U14Male
Field,Long Jump,0.89,0.85,,F61,U17,Female,DS,2/12/2018,1/7/2019,,,FieldF61U17FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U17Female
Field,Long Jump,1.3,1.23,,F61,U17,Male,DS,2/12/2018,1/7/2019,,,FieldF61U17MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U17Male
Field,Long Jump,1.03,0.98,,F61,U20,Female,DS,2/12/2018,,,,FieldF61U20FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U20Female
Field,Long Jump,1.5,1.42,,F61,U20,Male,DS,2/12/2018,,,,FieldF61U20MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U20Male
Field,Long Jump,1.1,1.04,,F61,U23,Female,DS,2/12/2018,,,,FieldF61U23FemaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U23Female
Field,Long Jump,1.59,1.51,,F61,U23,Male,DS,2/12/2018,,,,FieldF61U23MaleLong Jump,FieldLong JumpF61,FieldLong JumpF61U23Male
Field,Long Jump,0.89,0.84,,F62,Adults,Female,DS,2/12/2018,,,,FieldF62AdultsFemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62AdultsFemale
Field,Long Jump,1.03,0.98,,F62,Adults,Male,DS,2/12/2018,,,,FieldF62AdultsMaleLong Jump,FieldLong JumpF62,FieldLong JumpF62AdultsMale
Field,Long Jump,0.59,0.56,,F62,M35,Female,DS,2/12/2018,,,,FieldF62M35FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62M35Female
Field,Long Jump,0.74,0.7,,F62,M35,Male,DS,2/12/2018,,,,FieldF62M35MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62M35Male
Field,Long Jump,0.59,0.56,,F62,M50,Female,DS,2/12/2018,,,,FieldF62M50FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62M50Female
Field,Long Jump,0.74,0.7,,F62,M50,Male,DS,2/12/2018,,,,FieldF62M50MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62M50Male
Field,Long Jump,0.59,0.56,,F62,M60,Female,DS,2/12/2018,,,,FieldF62M60FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62M60Female
Field,Long Jump,0.74,0.7,,F62,M60,Male,DS,2/12/2018,,,,FieldF62M60MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62M60Male
Field,Long Jump,0.15,0.14,,F62,U11,Female,DS,2/12/2018,,,,FieldF62U11FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U11Female
Field,Long Jump,1.28,1.22,,F62,U11,Male,DS,2/12/2018,,,,FieldF62U11MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U11Male
Field,Long Jump,0.18,0.17,,F62,U14,Female,DS,2/12/2018,,,,FieldF62U14FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U14Female
Field,Long Jump,1.39,1.32,,F62,U14,Male,DS,2/12/2018,,,,FieldF62U14MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U14Male
Field,Long Jump,0.44,0.42,,F62,U17,Female,DS,2/12/2018,1/7/2019,,,FieldF62U17FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U17Female
Field,Long Jump,1.51,1.43,,F62,U17,Male,DS,2/12/2018,1/7/2019,,,FieldF62U17MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U17Male
Field,Long Jump,0.59,0.56,,F62,U20,Female,DS,2/12/2018,,,,FieldF62U20FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U20Female
Field,Long Jump,1.75,1.66,,F62,U20,Male,DS,2/12/2018,,,,FieldF62U20MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U20Male
Field,Long Jump,0.74,0.7,,F62,U23,Female,DS,2/12/2018,,,,FieldF62U23FemaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U23Female
Field,Long Jump,1.86,1.77,,F62,U23,Male,DS,2/12/2018,,,,FieldF62U23MaleLong Jump,FieldLong JumpF62,FieldLong JumpF62U23Male
Field,Long Jump,0.89,0.84,,F63,Adults,Female,DS,2/12/2018,,,,FieldF63AdultsFemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63AdultsFemale
Field,Long Jump,1.03,0.98,,F63,Adults,Male,DS,2/12/2018,,,,FieldF63AdultsMaleLong Jump,FieldLong JumpF63,FieldLong JumpF63AdultsMale
Field,Long Jump,0.59,0.56,,F63,M35,Female,DS,2/12/2018,,,,FieldF63M35FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63M35Female
Field,Long Jump,0.74,0.7,,F63,M35,Male,DS,2/12/2018,,,,FieldF63M35MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63M35Male
Field,Long Jump,0.59,0.56,,F63,M50,Female,DS,2/12/2018,,,,FieldF63M50FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63M50Female
Field,Long Jump,0.74,0.7,,F63,M50,Male,DS,2/12/2018,,,,FieldF63M50MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63M50Male
Field,Long Jump,0.59,0.56,,F63,M60,Female,DS,2/12/2018,,,,FieldF63M60FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63M60Female
Field,Long Jump,0.74,0.7,,F63,M60,Male,DS,2/12/2018,,,,FieldF63M60MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63M60Male
Field,Long Jump,0.76,0.72,,F63,U11,Female,DS,2/12/2018,,,,FieldF63U11FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U11Female
Field,Long Jump,1.1,1.04,,F63,U11,Male,DS,2/12/2018,,,,FieldF63U11MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U11Male
Field,Long Jump,0.83,0.78,,F63,U14,Female,DS,2/12/2018,,,,FieldF63U14FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U14Female
Field,Long Jump,1.2,1.14,,F63,U14,Male,DS,2/12/2018,,,,FieldF63U14MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U14Male
Field,Long Jump,0.89,0.85,,F63,U17,Female,DS,2/12/2018,1/7/2019,,,FieldF63U17FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U17Female
Field,Long Jump,1.3,1.23,,F63,U17,Male,DS,2/12/2018,1/7/2019,,,FieldF63U17MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U17Male
Field,Long Jump,1.03,0.98,,F63,U20,Female,DS,2/12/2018,,,,FieldF63U20FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U20Female
Field,Long Jump,1.5,1.42,,F63,U20,Male,DS,2/12/2018,,,,FieldF63U20MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U20Male
Field,Long Jump,1.1,1.04,,F63,U23,Female,DS,2/12/2018,,,,FieldF63U23FemaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U23Female
Field,Long Jump,1.59,1.51,,F63,U23,Male,DS,2/12/2018,,,,FieldF63U23MaleLong Jump,FieldLong JumpF63,FieldLong JumpF63U23Male
Field,Long Jump,0.89,0.84,,F64,Adults,Female,DS,2/12/2018,,,,FieldF64AdultsFemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64AdultsFemale
Field,Long Jump,1.03,0.98,,F64,Adults,Male,DS,2/12/2018,,,,FieldF64AdultsMaleLong Jump,FieldLong JumpF64,FieldLong JumpF64AdultsMale
Field,Long Jump,0.59,0.56,,F64,M35,Female,DS,2/12/2018,,,,FieldF64M35FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64M35Female
Field,Long Jump,0.74,0.7,,F64,M35,Male,DS,2/12/2018,,,,FieldF64M35MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64M35Male
Field,Long Jump,0.59,0.56,,F64,M50,Female,DS,2/12/2018,,,,FieldF64M50FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64M50Female
Field,Long Jump,0.74,0.7,,F64,M50,Male,DS,2/12/2018,,,,FieldF64M50MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64M50Male
Field,Long Jump,0.59,0.56,,F64,M60,Female,DS,2/12/2018,,,,FieldF64M60FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64M60Female
Field,Long Jump,0.74,0.7,,F64,M60,Male,DS,2/12/2018,,,,FieldF64M60MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64M60Male
Field,Long Jump,0.86,0.82,,F64,U11,Female,DS,2/12/2018,,,,FieldF64U11FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U11Female
Field,Long Jump,1.28,1.22,,F64,U11,Male,DS,2/12/2018,,,,FieldF64U11MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U11Male
Field,Long Jump,0.94,0.9,,F64,U14,Female,DS,2/12/2018,,,,FieldF64U14FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U14Female
Field,Long Jump,1.39,1.32,,F64,U14,Male,DS,2/12/2018,,,,FieldF64U14MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U14Male
Field,Long Jump,1.02,0.97,,F64,U17,Female,DS,2/12/2018,1/7/2019,,,FieldF64U17FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U17Female
Field,Long Jump,1.51,1.43,,F64,U17,Male,DS,2/12/2018,1/7/2019,,,FieldF64U17MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U17Male
Field,Long Jump,1.18,1.12,,F64,U20,Female,DS,2/12/2018,,,,FieldF64U20FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U20Female
Field,Long Jump,1.75,1.66,,F64,U20,Male,DS,2/12/2018,,,,FieldF64U20MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U20Male
Field,Long Jump,1.26,1.19,,F64,U23,Female,DS,2/12/2018,,,,FieldF64U23FemaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U23Female
Field,Long Jump,1.86,1.77,,F64,U23,Male,DS,2/12/2018,,,,FieldF64U23MaleLong Jump,FieldLong JumpF64,FieldLong JumpF64U23Male
Field,Med Ball Thrust,1.18,1.12,,F31,Adults,Female,CP,6/18/2004,12/6/2011,"3Kg, ~11.5""dia",,FieldF31AdultsFemaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31AdultsFemale
Field,Med Ball Thrust,1.48,1.4,,F31,Adults,Male,CP,6/18/2004,12/6/2011,"3Kg, ~11.5""dia",,FieldF31AdultsMaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31AdultsMale
Field,Med Ball Thrust,1.18,1.12,,F31,M35,Female,CP,6/18/2004,8/18/2013,"3Kg, ~11.5""dia",,FieldF31M35FemaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31M35Female
Field,Med Ball Thrust,1.48,1.4,,F31,M35,Male,CP,6/18/2004,8/18/2013,"3Kg, ~11.5""dia",,FieldF31M35MaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31M35Male
Field,Med Ball Thrust,1.18,1.12,,F31,M50,Female,CP,6/18/2004,8/18/2013,"3Kg, ~11.5""dia",,FieldF31M50FemaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31M50Female
Field,Med Ball Thrust,1.48,1.4,,F31,M50,Male,CP,6/18/2004,8/18/2013,"3Kg, ~11.5""dia",,FieldF31M50MaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31M50Male
Field,Med Ball Thrust,1.18,1.12,,F31,M60,Female,CP,6/18/2004,8/18/2013,"3Kg, ~11.5""dia",,FieldF31M60FemaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31M60Female
Field,Med Ball Thrust,1.48,1.4,,F31,M60,Male,CP,6/18/2004,8/18/2013,"3Kg, ~11.5""dia",,FieldF31M60MaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31M60Male
Field,Med Ball Thrust,0.71,0.67,,F31,U11,Female,CP,6/18/2004,12/6/2011,"3Kg, ~11.5""dia",,FieldF31U11FemaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31U11Female
Field,Med Ball Thrust,0.89,0.84,,F31,U11,Male,CP,6/18/2004,12/6/2011,"3Kg, ~11.5""dia",,FieldF31U11MaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31U11Male
Field,Med Ball Thrust,0.89,0.84,,F31,U14,Female,CP,6/18/2004,12/6/2011,"3Kg, ~11.5""dia",,FieldF31U14FemaleMed Ball Thrust,FieldMed Ball ThrustF31,FieldMed Ball ThrustF31U14Female
