Sport,Event,A_Stand,B_Stand,No_TorD,Class,Age,Gender,Assoc,D1,D2,Event_Group,C_Event,ID
Track,3000 Meters,00:00.0,00:00.0,NoSD,T44,Adults,Female,DS,1/27/2014,4/8/2017,TrackT44AdultsFemale3000 Meters,Track3000 MetersT44,Track3000 MetersT44AdultsFemale
Track,3000 Meters,17:20.0,18:12.0,,T43,U23,Male,DS,,2/7/2016,TrackT43U23Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43U23Male
Track,3000 Meters,19:20.0,20:18.0,,T43,U23,Female,CP,,2/7/2016,TrackT43U23Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43U23Female
Track,3000 Meters,19:04.0,20:01.0,,T43,U20,Male,DS,,2/7/2016,TrackT43U20Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43U20Male
Track,3000 Meters,21:16.0,22:20.0,,T43,U20,Female,DS,,2/7/2016,TrackT43U20Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43U20Female
Track,3000 Meters,22:32.0,23:40.0,,T43,U17,Male,DS,,11/25/2018,TrackT43U17Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43U17Male
Track,3000 Meters,25:08.0,26:23.0,,T43,U17,Female,DS,,2/7/2016,TrackT43U17Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43U17Female
Track,3000 Meters,24:16.0,25:29.0,,T43,U14,Male,DS,,2/7/2016,TrackT43U14Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43U14Male
Track,3000 Meters,27:04.0,28:25.0,,T43,U14,Female,DS,,2/7/2016,TrackT43U14Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T43,U11,Male,DS,,2/7/2016,TrackT43U11Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T43,U11,Female,DS,,2/7/2016,TrackT43U11Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,M60,Male,DS,1/27/2014,4/8/2017,TrackT43M60Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,M60,Female,DS,1/27/2014,4/8/2017,TrackT43M60Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,M50,Male,DS,1/27/2014,4/8/2017,TrackT43M50Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,M50,Female,DS,1/27/2014,4/8/2017,TrackT43M50Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,M35,Male,DS,1/27/2014,4/8/2017,TrackT43M35Male3000 Meters,Track3000 MetersT43,Track3000 MetersT43M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,M35,Female,DS,1/27/2014,4/8/2017,TrackT43M35Female3000 Meters,Track3000 MetersT43,Track3000 MetersT43M35Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,Adults,Male,DS,1/27/2014,4/8/2017,TrackT43AdultsMale3000 Meters,Track3000 MetersT43,Track3000 MetersT43AdultsMale
Track,3000 Meters,00:00.0,00:00.0,NoSD,T43,Adults,Female,DS,1/27/2014,4/8/2017,TrackT43AdultsFemale3000 Meters,Track3000 MetersT43,Track3000 MetersT43AdultsFemale
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U23,Male,DS,,2/7/2016,TrackT42U23Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42U23Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U23,Female,CP,,2/7/2016,TrackT42U23Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42U23Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U20,Male,DS,,2/7/2016,TrackT42U20Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42U20Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U20,Female,DS,,2/7/2016,TrackT42U20Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42U20Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U17,Male,DS,,11/25/2018,TrackT42U17Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42U17Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U17,Female,DS,,2/7/2016,TrackT42U17Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42U17Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U14,Male,DS,,2/7/2016,TrackT42U14Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42U14Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U14,Female,DS,,2/7/2016,TrackT42U14Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U11,Male,DS,,2/7/2016,TrackT42U11Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,U11,Female,DS,,2/7/2016,TrackT42U11Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42U11Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,M60,Male,DS,1/27/2014,1/9/2019,TrackT42M60Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42M60Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,M60,Female,DS,1/27/2014,1/9/2019,TrackT42M60Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42M60Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,M50,Male,DS,1/27/2014,1/9/2019,TrackT42M50Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42M50Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,M50,Female,DS,1/27/2014,1/9/2019,TrackT42M50Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42M50Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,M35,Male,DS,1/27/2014,1/9/2019,TrackT42M35Male3000 Meters,Track3000 MetersT42,Track3000 MetersT42M35Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,M35,Female,DS,1/27/2014,1/9/2019,TrackT42M35Female3000 Meters,Track3000 MetersT42,Track3000 MetersT42M35Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,Adults,Male,DS,1/27/2014,1/9/2019,TrackT42AdultsMale3000 Meters,Track3000 MetersT42,Track3000 MetersT42AdultsMale
Track,3000 Meters,00:00.0,00:00.0,No Race,T42,Adults,Female,DS,1/27/2014,1/9/2019,TrackT42AdultsFemale3000 Meters,Track3000 MetersT42,Track3000 MetersT42AdultsFemale
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U23,Male,DA,,2/7/2016,TrackT41U23Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41U23Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U23,Female,DA,,2/7/2016,TrackT41U23Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41U23Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U20,Male,DA,,2/7/2016,TrackT41U20Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41U20Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U20,Female,DA,,2/7/2016,TrackT41U20Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41U20Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U17,Male,DA,,11/25/2018,TrackT41U17Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41U17Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U17,Female,DA,,2/7/2016,TrackT41U17Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41U17Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U14,Male,DA,,2/7/2016,TrackT41U14Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41U14Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U14,Female,DA,,2/7/2016,TrackT41U14Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U11,Male,DA,,2/7/2016,TrackT41U11Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T41,U11,Female,DA,,2/7/2016,TrackT41U11Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,M60,Male,DA,1/27/2014,4/8/2017,TrackT41M60Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,M60,Female,DA,1/27/2014,4/8/2017,TrackT41M60Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,M50,Male,DA,1/27/2014,4/8/2017,TrackT41M50Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,M50,Female,DA,1/27/2014,4/8/2017,TrackT41M50Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,M35,Male,DA,1/27/2014,4/8/2017,TrackT41M35Male3000 Meters,Track3000 MetersT41,Track3000 MetersT41M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,M35,Female,DA,1/27/2014,4/8/2017,TrackT41M35Female3000 Meters,Track3000 MetersT41,Track3000 MetersT41M35Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,Adults,Male,DA,1/27/2014,4/8/2017,TrackT41AdultsMale3000 Meters,Track3000 MetersT41,Track3000 MetersT41AdultsMale
Track,3000 Meters,00:00.0,00:00.0,NoSD,T41,Adults,Female,DA,1/27/2014,4/8/2017,TrackT41AdultsFemale3000 Meters,Track3000 MetersT41,Track3000 MetersT41AdultsFemale
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U23,Male,DA,,2/7/2016,TrackT40U23Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40U23Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U23,Female,DA,,2/7/2016,TrackT40U23Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40U23Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U20,Male,DA,,2/7/2016,TrackT40U20Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40U20Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U20,Female,DA,,2/7/2016,TrackT40U20Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40U20Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U17,Male,DA,,11/25/2018,TrackT40U17Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40U17Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U17,Female,DA,,2/7/2016,TrackT40U17Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40U17Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U14,Male,DA,,2/7/2016,TrackT40U14Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40U14Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U14,Female,DA,,2/7/2016,TrackT40U14Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U11,Male,DA,,2/7/2016,TrackT40U11Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T40,U11,Female,DA,,2/7/2016,TrackT40U11Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,M60,Male,DA,1/27/2014,4/8/2017,TrackT40M60Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,M60,Female,DA,1/27/2014,4/8/2017,TrackT40M60Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,M50,Male,DA,1/27/2014,4/8/2017,TrackT40M50Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,M50,Female,DA,1/27/2014,4/8/2017,TrackT40M50Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,M35,Male,DA,1/27/2014,4/8/2017,TrackT40M35Male3000 Meters,Track3000 MetersT40,Track3000 MetersT40M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,M35,Female,DA,1/27/2014,4/8/2017,TrackT40M35Female3000 Meters,Track3000 MetersT40,Track3000 MetersT40M35Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,Adults,Male,DA,1/27/2014,4/8/2017,TrackT40AdultsMale3000 Meters,Track3000 MetersT40,Track3000 MetersT40AdultsMale
Track,3000 Meters,00:00.0,00:00.0,NoSD,T40,Adults,Female,DA,1/27/2014,4/8/2017,TrackT40AdultsFemale3000 Meters,Track3000 MetersT40,Track3000 MetersT40AdultsFemale
Track,3000 Meters,15:16.0,16:02.0,,T38,U23,Male,CP,,2/7/2016,TrackT38U23Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38U23Male
Track,3000 Meters,18:00.0,18:54.0,,T38,U23,Female,CP,,2/7/2016,TrackT38U23Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38U23Female
Track,3000 Meters,16:48.0,17:38.0,,T38,U20,Male,CP,,2/7/2016,TrackT38U20Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38U20Male
Track,3000 Meters,19:48.0,20:47.0,,T38,U20,Female,CP,,2/7/2016,TrackT38U20Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38U20Female
Track,3000 Meters,19:51.0,20:50.0,,T38,U17,Male,CP,,11/25/2018,TrackT38U17Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38U17Male
Track,3000 Meters,23:24.0,24:34.0,,T38,U17,Female,CP,,2/7/2016,TrackT38U17Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38U17Female
Track,3000 Meters,21:22.0,22:27.0,,T38,U14,Male,CP,,2/7/2016,TrackT38U14Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38U14Male
Track,3000 Meters,25:12.0,26:28.0,,T38,U14,Female,CP,,2/7/2016,TrackT38U14Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T38,U11,Male,CP,,2/7/2016,TrackT38U11Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T38,U11,Female,CP,,2/7/2016,TrackT38U11Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,M60,Male,CP,1/27/2014,4/8/2017,TrackT38M60Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,M60,Female,CP,1/27/2014,4/8/2017,TrackT38M60Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,M50,Male,CP,1/27/2014,4/8/2017,TrackT38M50Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,M50,Female,CP,1/27/2014,4/8/2017,TrackT38M50Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,M35,Male,CP,1/27/2014,4/8/2017,TrackT38M35Male3000 Meters,Track3000 MetersT38,Track3000 MetersT38M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,M35,Female,CP,1/27/2014,4/8/2017,TrackT38M35Female3000 Meters,Track3000 MetersT38,Track3000 MetersT38M35Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,Adults,Male,CP,1/27/2014,4/8/2017,TrackT38AdultsMale3000 Meters,Track3000 MetersT38,Track3000 MetersT38AdultsMale
Track,3000 Meters,00:00.0,00:00.0,NoSD,T38,Adults,Female,CP,1/27/2014,4/8/2017,TrackT38AdultsFemale3000 Meters,Track3000 MetersT38,Track3000 MetersT38AdultsFemale
Track,3000 Meters,13:12.0,13:52.0,,T37,U23,Male,CP,,2/7/2016,TrackT37U23Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37U23Male
Track,3000 Meters,18:30.0,19:26.0,,T37,U23,Female,CP,,2/7/2016,TrackT37U23Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37U23Female
Track,3000 Meters,14:32.0,15:15.0,,T37,U20,Male,CP,,2/7/2016,TrackT37U20Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37U20Male
Track,3000 Meters,20:21.0,21:22.0,,T37,U20,Female,CP,,2/7/2016,TrackT37U20Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37U20Female
Track,3000 Meters,17:10.0,18:02.0,,T37,U17,Male,CP,,11/25/2018,TrackT37U17Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37U17Male
Track,3000 Meters,23:24.0,24:34.0,,T37,U17,Female,CP,,2/7/2016,TrackT37U17Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37U17Female
Track,3000 Meters,18:29.0,19:25.0,,T37,U14,Male,CP,,2/7/2016,TrackT37U14Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37U14Male
Track,3000 Meters,25:54.0,27:12.0,,T37,U14,Female,CP,,2/7/2016,TrackT37U14Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T37,U11,Male,CP,,2/7/2016,TrackT37U11Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T37,U11,Female,CP,,2/7/2016,TrackT37U11Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,M60,Male,CP,1/27/2014,4/8/2017,TrackT37M60Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,M60,Female,CP,1/27/2014,4/8/2017,TrackT37M60Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,M50,Male,CP,1/27/2014,4/8/2017,TrackT37M50Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,M50,Female,CP,1/27/2014,4/8/2017,TrackT37M50Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,M35,Male,CP,1/27/2014,4/8/2017,TrackT37M35Male3000 Meters,Track3000 MetersT37,Track3000 MetersT37M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,M35,Female,CP,1/27/2014,4/8/2017,TrackT37M35Female3000 Meters,Track3000 MetersT37,Track3000 MetersT37M35Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,Adults,Male,CP,1/27/2014,4/8/2017,TrackT37AdultsMale3000 Meters,Track3000 MetersT37,Track3000 MetersT37AdultsMale
Track,3000 Meters,00:00.0,00:00.0,NoSD,T37,Adults,Female,CP,1/27/2014,4/8/2017,TrackT37AdultsFemale3000 Meters,Track3000 MetersT37,Track3000 MetersT37AdultsFemale
Track,3000 Meters,17:16.0,18:08.0,,T36,U23,Male,CP,,2/7/2016,TrackT36U23Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36U23Male
Track,3000 Meters,20:40.0,21:42.0,,T36,U23,Female,CP,,2/7/2016,TrackT36U23Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36U23Female
Track,3000 Meters,19:00.0,19:57.0,,T36,U20,Male,CP,,2/7/2016,TrackT36U20Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36U20Male
Track,3000 Meters,22:44.0,23:52.0,,T36,U20,Female,CP,,2/7/2016,TrackT36U20Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36U20Female
Track,3000 Meters,22:27.0,23:34.0,,T36,U17,Male,CP,,11/25/2018,TrackT36U17Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36U17Male
Track,3000 Meters,26:52.0,28:13.0,,T36,U17,Female,CP,,2/7/2016,TrackT36U17Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36U17Female
Track,3000 Meters,24:10.0,25:23.0,,T36,U14,Male,CP,,2/7/2016,TrackT36U14Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36U14Male
Track,3000 Meters,28:56.0,30:23.0,,T36,U14,Female,CP,,2/7/2016,TrackT36U14Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T36,U11,Male,CP,,2/7/2016,TrackT36U11Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T36,U11,Female,CP,,2/7/2016,TrackT36U11Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,M60,Male,CP,1/27/2014,4/8/2017,TrackT36M60Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,M60,Female,CP,1/27/2014,4/8/2017,TrackT36M60Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,M50,Male,CP,1/27/2014,4/8/2017,TrackT36M50Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,M50,Female,CP,1/27/2014,4/8/2017,TrackT36M50Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,M35,Male,CP,1/27/2014,4/8/2017,TrackT36M35Male3000 Meters,Track3000 MetersT36,Track3000 MetersT36M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,M35,Female,CP,1/27/2014,4/8/2017,TrackT36M35Female3000 Meters,Track3000 MetersT36,Track3000 MetersT36M35Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,Adults,Male,CP,1/27/2014,4/8/2017,TrackT36AdultsMale3000 Meters,Track3000 MetersT36,Track3000 MetersT36AdultsMale
Track,3000 Meters,00:00.0,00:00.0,NoSD,T36,Adults,Female,CP,1/27/2014,4/8/2017,TrackT36AdultsFemale3000 Meters,Track3000 MetersT36,Track3000 MetersT36AdultsFemale
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U23,Male,CP,,2/7/2016,TrackT35aU23Male3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU23Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U23,Female,CP,,2/7/2016,TrackT35aU23Female3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU23Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U20,Male,CP,,2/7/2016,TrackT35aU20Male3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU20Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U20,Female,CP,,2/7/2016,TrackT35aU20Female3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU20Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U17,Male,CP,,11/25/2018,TrackT35aU17Male3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU17Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U17,Female,CP,,2/7/2016,TrackT35aU17Female3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU17Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U14,Male,CP,,2/7/2016,TrackT35aU14Male3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU14Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U14,Female,CP,,2/7/2016,TrackT35aU14Female3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U11,Male,CP,,2/7/2016,TrackT35aU11Male3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T35a,U11,Female,CP,,2/7/2016,TrackT35aU11Female3000 Meters,Track3000 MetersT35a,Track3000 MetersT35aU11Female
Track,3000 Meters,20:00.0,21:00.0,,T35,U23,Male,CP,,2/7/2016,TrackT35U23Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35U23Male
Track,3000 Meters,24:00.0,25:12.0,,T35,U23,Female,CP,,2/7/2016,TrackT35U23Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35U23Female
Track,3000 Meters,22:00.0,23:06.0,,T35,U20,Male,CP,,2/7/2016,TrackT35U20Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35U20Male
Track,3000 Meters,26:24.0,27:43.0,,T35,U20,Female,CP,,2/7/2016,TrackT35U20Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35U20Female
Track,3000 Meters,26:00.0,27:18.0,,T35,U17,Male,CP,,11/25/2018,TrackT35U17Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35U17Male
Track,3000 Meters,31:12.0,32:46.0,,T35,U17,Female,CP,,2/7/2016,TrackT35U17Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35U17Female
Track,3000 Meters,28:00.0,29:24.0,,T35,U14,Male,CP,,2/7/2016,TrackT35U14Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35U14Male
Track,3000 Meters,33:36.0,35:17.0,,T35,U14,Female,CP,,2/7/2016,TrackT35U14Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35U14Female
Track,3000 Meters,00:00.0,00:00.0,No Race,T35,U11,Male,CP,,2/7/2016,TrackT35U11Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35U11Male
Track,3000 Meters,00:00.0,00:00.0,No Race,T35,U11,Female,CP,,2/7/2016,TrackT35U11Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35U11Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T35,M60,Male,CP,1/27/2014,4/8/2017,TrackT35M60Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35M60Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T35,M60,Female,CP,1/27/2014,4/8/2017,TrackT35M60Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35M60Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T35,M50,Male,CP,1/27/2014,4/8/2017,TrackT35M50Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35M50Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T35,M50,Female,CP,1/27/2014,4/8/2017,TrackT35M50Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35M50Female
Track,3000 Meters,00:00.0,00:00.0,NoSD,T35,M35,Male,CP,1/27/2014,4/8/2017,TrackT35M35Male3000 Meters,Track3000 MetersT35,Track3000 MetersT35M35Male
Track,3000 Meters,00:00.0,00:00.0,NoSD,T35,M35,Female,CP,1/27/2014,4/8/2017,TrackT35M35Female3000 Meters,Track3000 MetersT35,Track3000 MetersT35M35Female
