Sport,Event,A_Stand,B_Stand,No_TorD,Class,Age,Gender,Assoc,D1,D2,Event_Group,C_Event,ID
Track,5000 Meters,00:00.0,00:00.0,NoSD,T44,M50,Female,DS,1/27/2014,4/8/2017,TrackT44M50Female5000 Meters,Track5000 MetersT44,Track5000 MetersT44M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T44,M35,Male,DS,1/27/2014,4/8/2017,TrackT44M35Male5000 Meters,Track5000 MetersT44,Track5000 MetersT44M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T44,M35,Female,DS,1/27/2014,4/8/2017,TrackT44M35Female5000 Meters,Track5000 MetersT44,Track5000 MetersT44M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T44,Adults,Male,DS,1/27/2014,4/8/2017,TrackT44AdultsMale5000 Meters,Track5000 MetersT44,Track5000 MetersT44AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T44,Adults,Female,DS,1/27/2014,4/8/2017,TrackT44AdultsFemale5000 Meters,Track5000 MetersT44,Track5000 MetersT44AdultsFemale
Track,5000 Meters,25:00.0,26:15.0,,T43,U23,Male,DS,,2/7/2016,TrackT43U23Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43U23Male
Track,5000 Meters,27:00.0,28:21.0,,T43,U23,Female,DS,,2/7/2016,TrackT43U23Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43U23Female
Track,5000 Meters,25:00.0,26:15.0,,T43,U20,Male,DS,,2/7/2016,TrackT43U20Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43U20Male
Track,5000 Meters,27:00.0,28:21.0,,T43,U20,Female,DS,,2/7/2016,TrackT43U20Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43U20Female
Track,5000 Meters,25:00.0,26:15.0,,T43,U17,Male,DS,,11/25/2018,TrackT43U17Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43U17Male
Track,5000 Meters,27:00.0,28:21.0,,T43,U17,Female,DS,,2/7/2016,TrackT43U17Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43U17Female
Track,5000 Meters,25:00.0,26:15.0,,T43,U14,Male,DS,,2/7/2016,TrackT43U14Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43U14Male
Track,5000 Meters,27:00.0,28:21.0,,T43,U14,Female,DS,,2/7/2016,TrackT43U14Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43U14Female
Track,5000 Meters,25:00.0,26:15.0,,T43,U11,Male,DS,,2/7/2016,TrackT43U11Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43U11Male
Track,5000 Meters,27:00.0,28:21.0,,T43,U11,Female,DS,,2/7/2016,TrackT43U11Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,M60,Male,DS,1/27/2014,4/8/2017,TrackT43M60Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,M60,Female,DS,1/27/2014,4/8/2017,TrackT43M60Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,M50,Male,DS,1/27/2014,4/8/2017,TrackT43M50Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,M50,Female,DS,1/27/2014,4/8/2017,TrackT43M50Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,M35,Male,DS,1/27/2014,4/8/2017,TrackT43M35Male5000 Meters,Track5000 MetersT43,Track5000 MetersT43M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,M35,Female,DS,1/27/2014,4/8/2017,TrackT43M35Female5000 Meters,Track5000 MetersT43,Track5000 MetersT43M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,Adults,Male,DS,1/27/2014,4/8/2017,TrackT43AdultsMale5000 Meters,Track5000 MetersT43,Track5000 MetersT43AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T43,Adults,Female,DS,1/27/2014,4/8/2017,TrackT43AdultsFemale5000 Meters,Track5000 MetersT43,Track5000 MetersT43AdultsFemale
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U23,Male,DS,,2/7/2016,TrackT42U23Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42U23Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U23,Female,DS,,2/7/2016,TrackT42U23Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42U23Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U20,Male,DS,,2/7/2016,TrackT42U20Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42U20Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U20,Female,DS,,2/7/2016,TrackT42U20Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42U20Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U17,Male,DS,,11/25/2018,TrackT42U17Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42U17Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U17,Female,DS,,2/7/2016,TrackT42U17Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42U17Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U14,Male,DS,,2/7/2016,TrackT42U14Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42U14Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U14,Female,DS,,2/7/2016,TrackT42U14Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42U14Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U11,Male,DS,,2/7/2016,TrackT42U11Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42U11Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,U11,Female,DS,,2/7/2016,TrackT42U11Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42U11Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,M60,Male,DS,1/27/2014,1/9/2019,TrackT42M60Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42M60Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,M60,Female,DS,1/27/2014,1/9/2019,TrackT42M60Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42M60Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,M50,Male,DS,1/27/2014,1/9/2019,TrackT42M50Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42M50Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,M50,Female,DS,1/27/2014,1/9/2019,TrackT42M50Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42M50Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,M35,Male,DS,1/27/2014,1/9/2019,TrackT42M35Male5000 Meters,Track5000 MetersT42,Track5000 MetersT42M35Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,M35,Female,DS,1/27/2014,1/9/2019,TrackT42M35Female5000 Meters,Track5000 MetersT42,Track5000 MetersT42M35Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,Adults,Male,DS,1/27/2014,1/9/2019,TrackT42AdultsMale5000 Meters,Track5000 MetersT42,Track5000 MetersT42AdultsMale
Track,5000 Meters,00:00.0,00:00.0,No Race,T42,Adults,Female,DS,1/27/2014,1/9/2019,TrackT42AdultsFemale5000 Meters,Track5000 MetersT42,Track5000 MetersT42AdultsFemale
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U23,Male,DA,,2/7/2016,TrackT41U23Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41U23Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U23,Female,DA,,2/7/2016,TrackT41U23Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41U23Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U20,Male,DA,,2/7/2016,TrackT41U20Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41U20Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U20,Female,DA,,2/7/2016,TrackT41U20Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41U20Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U17,Male,DA,,11/25/2018,TrackT41U17Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41U17Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U17,Female,DA,,2/7/2016,TrackT41U17Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41U17Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U14,Male,DA,,2/7/2016,TrackT41U14Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41U14Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U14,Female,DA,,2/7/2016,TrackT41U14Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41U14Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U11,Male,DA,,2/7/2016,TrackT41U11Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41U11Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T41,U11,Female,DA,,2/7/2016,TrackT41U11Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,M60,Male,DA,1/27/2014,4/8/2017,TrackT41M60Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,M60,Female,DA,1/27/2014,4/8/2017,TrackT41M60Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,M50,Male,DA,1/27/2014,4/8/2017,TrackT41M50Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,M50,Female,DA,1/27/2014,4/8/2017,TrackT41M50Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,M35,Male,DA,1/27/2014,4/8/2017,TrackT41M35Male5000 Meters,Track5000 MetersT41,Track5000 MetersT41M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,M35,Female,DA,1/27/2014,4/8/2017,TrackT41M35Female5000 Meters,Track5000 MetersT41,Track5000 MetersT41M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,Adults,Male,DA,1/27/2014,4/8/2017,TrackT41AdultsMale5000 Meters,Track5000 MetersT41,Track5000 MetersT41AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T41,Adults,Female,DA,1/27/2014,4/8/2017,TrackT41AdultsFemale5000 Meters,Track5000 MetersT41,Track5000 MetersT41AdultsFemale
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U23,Male,DA,,2/7/2016,TrackT40U23Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40U23Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U23,Female,DA,,2/7/2016,TrackT40U23Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40U23Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U20,Male,DA,,2/7/2016,TrackT40U20Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40U20Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U20,Female,DA,,2/7/2016,TrackT40U20Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40U20Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U17,Male,DA,,11/25/2018,TrackT40U17Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40U17Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U17,Female,DA,,2/7/2016,TrackT40U17Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40U17Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U14,Male,DA,,2/7/2016,TrackT40U14Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40U14Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U14,Female,DA,,2/7/2016,TrackT40U14Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40U14Female
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U11,Male,DA,,2/7/2016,TrackT40U11Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40U11Male
Track,5000 Meters,00:00.0,00:00.0,No Race,T40,U11,Female,DA,,2/7/2016,TrackT40U11Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,M60,Male,DA,1/27/2014,4/8/2017,TrackT40M60Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,M60,Female,DA,1/27/2014,4/8/2017,TrackT40M60Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,M50,Male,DA,1/27/2014,4/8/2017,TrackT40M50Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,M50,Female,DA,1/27/2014,4/8/2017,TrackT40M50Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,M35,Male,DA,1/27/2014,4/8/2017,TrackT40M35Male5000 Meters,Track5000 MetersT40,Track5000 MetersT40M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,M35,Female,DA,1/27/2014,4/8/2017,TrackT40M35Female5000 Meters,Track5000 MetersT40,Track5000 MetersT40M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,Adults,Male,DA,1/27/2014,4/8/2017,TrackT40AdultsMale5000 Meters,Track5000 MetersT40,Track5000 MetersT40AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T40,Adults,Female,DA,1/27/2014,4/8/2017,TrackT40AdultsFemale5000 Meters,Track5000 MetersT40,Track5000 MetersT40AdultsFemale
Track,5000 Meters,25:00.0,26:15.0,,T38,U23,Male,CP,,2/7/2016,TrackT38U23Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38U23Male
Track,5000 Meters,27:00.0,28:21.0,,T38,U23,Female,CP,,2/7/2016,TrackT38U23Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38U23Female
Track,5000 Meters,25:00.0,26:15.0,,T38,U20,Male,CP,,2/7/2016,TrackT38U20Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38U20Male
Track,5000 Meters,27:00.0,28:21.0,,T38,U20,Female,CP,,2/7/2016,TrackT38U20Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38U20Female
Track,5000 Meters,25:00.0,26:15.0,,T38,U17,Male,CP,,11/25/2018,TrackT38U17Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38U17Male
Track,5000 Meters,27:00.0,28:21.0,,T38,U17,Female,CP,,2/7/2016,TrackT38U17Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38U17Female
Track,5000 Meters,25:00.0,26:15.0,,T38,U14,Male,CP,,2/7/2016,TrackT38U14Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38U14Male
Track,5000 Meters,27:00.0,28:21.0,,T38,U14,Female,CP,,2/7/2016,TrackT38U14Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38U14Female
Track,5000 Meters,25:00.0,26:15.0,,T38,U11,Male,CP,,2/7/2016,TrackT38U11Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38U11Male
Track,5000 Meters,27:00.0,28:21.0,,T38,U11,Female,CP,,2/7/2016,TrackT38U11Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,M60,Male,CP,1/27/2014,4/8/2017,TrackT38M60Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,M60,Female,CP,1/27/2014,4/8/2017,TrackT38M60Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,M50,Male,CP,1/27/2014,4/8/2017,TrackT38M50Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,M50,Female,CP,1/27/2014,4/8/2017,TrackT38M50Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,M35,Male,CP,1/27/2014,4/8/2017,TrackT38M35Male5000 Meters,Track5000 MetersT38,Track5000 MetersT38M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,M35,Female,CP,1/27/2014,4/8/2017,TrackT38M35Female5000 Meters,Track5000 MetersT38,Track5000 MetersT38M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,Adults,Male,CP,1/27/2014,4/8/2017,TrackT38AdultsMale5000 Meters,Track5000 MetersT38,Track5000 MetersT38AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T38,Adults,Female,CP,1/27/2014,4/8/2017,TrackT38AdultsFemale5000 Meters,Track5000 MetersT38,Track5000 MetersT38AdultsFemale
Track,5000 Meters,25:00.0,26:15.0,,T37,U23,Male,CP,,2/7/2016,TrackT37U23Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37U23Male
Track,5000 Meters,27:00.0,28:21.0,,T37,U23,Female,CP,,2/7/2016,TrackT37U23Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37U23Female
Track,5000 Meters,25:00.0,26:15.0,,T37,U20,Male,CP,,2/7/2016,TrackT37U20Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37U20Male
Track,5000 Meters,27:00.0,28:21.0,,T37,U20,Female,CP,,2/7/2016,TrackT37U20Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37U20Female
Track,5000 Meters,25:00.0,26:15.0,,T37,U17,Male,CP,,11/25/2018,TrackT37U17Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37U17Male
Track,5000 Meters,27:00.0,28:21.0,,T37,U17,Female,CP,,2/7/2016,TrackT37U17Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37U17Female
Track,5000 Meters,25:00.0,26:15.0,,T37,U14,Male,CP,,2/7/2016,TrackT37U14Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37U14Male
Track,5000 Meters,27:00.0,28:21.0,,T37,U14,Female,CP,,2/7/2016,TrackT37U14Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37U14Female
Track,5000 Meters,25:00.0,26:15.0,,T37,U11,Male,CP,,2/7/2016,TrackT37U11Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37U11Male
Track,5000 Meters,27:00.0,28:21.0,,T37,U11,Female,CP,,2/7/2016,TrackT37U11Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,M60,Male,CP,1/27/2014,4/8/2017,TrackT37M60Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,M60,Female,CP,1/27/2014,4/8/2017,TrackT37M60Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,M50,Male,CP,1/27/2014,4/8/2017,TrackT37M50Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,M50,Female,CP,1/27/2014,4/8/2017,TrackT37M50Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,M35,Male,CP,1/27/2014,4/8/2017,TrackT37M35Male5000 Meters,Track5000 MetersT37,Track5000 MetersT37M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,M35,Female,CP,1/27/2014,4/8/2017,TrackT37M35Female5000 Meters,Track5000 MetersT37,Track5000 MetersT37M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,Adults,Male,CP,1/27/2014,4/8/2017,TrackT37AdultsMale5000 Meters,Track5000 MetersT37,Track5000 MetersT37AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T37,Adults,Female,CP,1/27/2014,4/8/2017,TrackT37AdultsFemale5000 Meters,Track5000 MetersT37,Track5000 MetersT37AdultsFemale
Track,5000 Meters,25:00.0,26:15.0,,T36,U23,Male,CP,,2/7/2016,TrackT36U23Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36U23Male
Track,5000 Meters,27:00.0,28:21.0,,T36,U23,Female,CP,,2/7/2016,TrackT36U23Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36U23Female
Track,5000 Meters,25:00.0,26:15.0,,T36,U20,Male,CP,,2/7/2016,TrackT36U20Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36U20Male
Track,5000 Meters,27:00.0,28:21.0,,T36,U20,Female,CP,,2/7/2016,TrackT36U20Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36U20Female
Track,5000 Meters,25:00.0,26:15.0,,T36,U17,Male,CP,,11/25/2018,TrackT36U17Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36U17Male
Track,5000 Meters,27:00.0,28:21.0,,T36,U17,Female,CP,,2/7/2016,TrackT36U17Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36U17Female
Track,5000 Meters,25:00.0,26:15.0,,T36,U14,Male,CP,,2/7/2016,TrackT36U14Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36U14Male
Track,5000 Meters,27:00.0,28:21.0,,T36,U14,Female,CP,,2/7/2016,TrackT36U14Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36U14Female
Track,5000 Meters,25:00.0,26:15.0,,T36,U11,Male,CP,,2/7/2016,TrackT36U11Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36U11Male
Track,5000 Meters,27:00.0,28:21.0,,T36,U11,Female,CP,,2/7/2016,TrackT36U11Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,M60,Male,CP,1/27/2014,4/8/2017,TrackT36M60Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,M60,Female,CP,1/27/2014,4/8/2017,TrackT36M60Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,M50,Male,CP,1/27/2014,4/8/2017,TrackT36M50Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,M50,Female,CP,1/27/2014,4/8/2017,TrackT36M50Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,M35,Male,CP,1/27/2014,4/8/2017,TrackT36M35Male5000 Meters,Track5000 MetersT36,Track5000 MetersT36M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,M35,Female,CP,1/27/2014,4/8/2017,TrackT36M35Female5000 Meters,Track5000 MetersT36,Track5000 MetersT36M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,Adults,Male,CP,1/27/2014,4/8/2017,TrackT36AdultsMale5000 Meters,Track5000 MetersT36,Track5000 MetersT36AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T36,Adults,Female,CP,1/27/2014,4/8/2017,TrackT36AdultsFemale5000 Meters,Track5000 MetersT36,Track5000 MetersT36AdultsFemale
Track,5000 Meters,25:00.0,26:15.0,,T35,U23,Male,CP,,2/7/2016,TrackT35U23Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35U23Male
Track,5000 Meters,27:00.0,28:21.0,,T35,U23,Female,CP,,2/7/2016,TrackT35U23Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35U23Female
Track,5000 Meters,25:00.0,26:15.0,,T35,U20,Male,CP,,2/7/2016,TrackT35U20Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35U20Male
Track,5000 Meters,27:00.0,28:21.0,,T35,U20,Female,CP,,2/7/2016,TrackT35U20Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35U20Female
Track,5000 Meters,25:00.0,26:15.0,,T35,U17,Male,CP,,11/25/2018,TrackT35U17Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35U17Male
Track,5000 Meters,27:00.0,28:21.0,,T35,U17,Female,CP,,2/7/2016,TrackT35U17Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35U17Female
Track,5000 Meters,25:00.0,26:15.0,,T35,U14,Male,CP,,2/7/2016,TrackT35U14Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35U14Male
Track,5000 Meters,27:00.0,28:21.0,,T35,U14,Female,CP,,2/7/2016,TrackT35U14Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35U14Female
Track,5000 Meters,25:00.0,26:15.0,,T35,U11,Male,CP,,2/7/2016,TrackT35U11Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35U11Male
Track,5000 Meters,27:00.0,28:21.0,,T35,U11,Female,CP,,2/7/2016,TrackT35U11Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35U11Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,M60,Male,CP,1/27/2014,4/8/2017,TrackT35M60Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35M60Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,M60,Female,CP,1/27/2014,4/8/2017,TrackT35M60Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35M60Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,M50,Male,CP,1/27/2014,4/8/2017,TrackT35M50Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35M50Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,M50,Female,CP,1/27/2014,4/8/2017,TrackT35M50Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35M50Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,M35,Male,CP,1/27/2014,4/8/2017,TrackT35M35Male5000 Meters,Track5000 MetersT35,Track5000 MetersT35M35Male
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,M35,Female,CP,1/27/2014,4/8/2017,TrackT35M35Female5000 Meters,Track5000 MetersT35,Track5000 MetersT35M35Female
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,Adults,Male,CP,1/27/2014,4/8/2017,TrackT35AdultsMale5000 Meters,Track5000 MetersT35,Track5000 MetersT35AdultsMale
Track,5000 Meters,00:00.0,00:00.0,NoSD,T35,Adults,Female,CP,1/27/2014,4/8/2017,TrackT35AdultsFemale5000 Meters,Track5000 MetersT35,Track5000 MetersT35AdultsFemale
Track,5000 Meters,15:50.0,16:38.0,,T34,U23,Male,CP,,2/7/2016,TrackT34U23Male5000 Meters,Track5000 MetersT34,Track5000 MetersT34U23Male
Track,5000 Meters,20:00.0,21:00.0,,T34,U23,Female,CP,,2/7/2016,TrackT34U23Female5000 Meters,Track5000 MetersT34,Track5000 MetersT34U23Female
Track,5000 Meters,15:50.0,16:38.0,,T34,U20,Male,CP,,2/7/2016,TrackT34U20Male5000 Meters,Track5000 MetersT34,Track5000 MetersT34U20Male
Track,5000 Meters,20:00.0,21:00.0,,T34,U20,Female,CP,,2/7/2016,TrackT34U20Female5000 Meters,Track5000 MetersT34,Track5000 MetersT34U20Female
